UserName;Embedded_text;Likes;ID
@dooleymdseattle;"Choosing to call recurrent serious floods and mudslides  ""drama"" instead of a predictable outcome of climate change puts 
@seattletimes
 solidly in the ""Don't Look Up"" category of reporting.
7
16";7;post_106
@energyisle;"It is really worth reading Bill Gates book on tackling #climate change. It’s pragmatic and sums up the challenges ahead of us. He says it like it is and that it’s a challenge but with businesses and Govts aligned plus technology innovation he believes we can turn it around. 
Quote Tweet
Special Presidential Envoy John Kerry
@ClimateEnvoy
 · Jan 19
I couldn’t agree more  @BillGates. Great discussion today on how business and governments must work together to tackle the climate crisis. twitter.com/wef/status/148…
2
7";2;post_107
@media_climate;"*update* our 2021 review of media coverage of climate change or global warming is still coming soon!

events here (#MarshallFire & #COVID19) have impacted our team but it remains in production

meanwhile  stay tuned & utilize open source datasets & figures https://sciencepolicy.colorado.edu/icecaps/research/media_coverage/index.html…
1
13
18";13;post_108
@ARspycatcher;"Mark Kennedy and other #spycops aren't solely to blame for decline in the radical anti-climate change movement. Overt repression such as the 2009 Climate Camp in City of London was crucial too  as was the move to anti-austerity politics following the Tory/LibDem victory in 2010.
Quote Tweet
Tom Fowler
@tombfowler
 · Jan 19
""How a Married Undercover Cop Having Sex With Activists Killed a Climate Movement"" #spycops covered by @VICENews  
https://vice.com/en/article/epxbpj/kate-wilson-mark-kennedy-undercover-cop-sex-with-activists…
2
6
14";6;post_109
@DonaldJFunk;"We should never have left the Paris Climate Change Agreement! That decision by the previous president was ludicrous!
Quote Tweet
President Biden
@POTUS
United States government official
 · Jan 19
Climate change is a code red for our nation. That’s why over my first year we rejoined the Paris Agreement  rallied the world to tackle climate change  doubled electric vehicle sales  deployed more wind and solar than ever before  advanced environmental justice  and more.
5
19";5;post_110
@Richzeoli;"Biden is blaming possible Russian incursion into Ukraine on a tundra that won't freeze again. Blame Climate Change!
7
7
61";7;post_111
@AaronHM;"I feel like ""government inaction"" when it comes to climate change is inaccurate. It's not like they're innocent bystanders watching a murder  they're supplying the murderer with weapons and targets.
1
2
12";2;post_112
@Stephen14748328;"Replying to 
@MikeCarlton01
Let's lower the voting age to 16! We might finally get some action on Climate change.
1
6
77";6;post_113
@evilvillain1231;"Thank you for choosing Jimmy John's  my name is Cheyenne  unfortunately due to the recent ban on all meat production and sale by the JDPON Climate Change Council (North Amerikan Division)  the only sandwich item available is our #6  The Veggie. We apologize for the inconvenience.
3
2
38";2;post_114
@SomEnviroForum;"Tonight's debate on titled "" Nexus between deforestation  drought and Climate Change has been ended.

@SomaliEnvironm5 would like to thank 
@abdirizakatosh
   
@gabowduale
   
@KhalifDalmar
   
@JawaahirDaahir
 & 
@Awaliabukar
 who were part of tonight's debate also we thank 
@hodansomali
1
9
23";9;post_115
@whatsamata8;"Replying to 
@wessyMK
The rest of plan hasn’t gone anywhere. There will still be a financial crash  CBDc launch and a massive climate change rip off exercise. The missing part for now is the digital ID. It’ll be back in a different guise so they can roll out the social contract. Trust nothing
6
9
73";9;post_116
@redhotembers;"They say the youth of today aren’t having kids because they are worried about climate change  thank God for that I say  we don’t need another generation of brainwashed halfwits
3
1
15";1;post_117
@TransForm_Alert;"Transportation = 40% of GHG emissions. Public transit is central to fighting climate change  and building equitable communities. 

#CAblueprint #CABudget #CALeg 
@GavinNewsom
Quote Tweet
ClimatePlan
@climateplan
 · Jan 19
How can this #CAbudget do more to advance climate  health and equity goals for our state? @CarterRubin @ActiveSGV @TransForm_Alert @nailahph @NextGen_Policy @NPHANC @Western_Center @Greenlining @GavinNewsom #CAleg
3
7";3;post_118
@NRDC;"We cannot confront the greatest challenges facing our planet and our communities — chief among them  climate change — without a functioning democracy. 

Congress must pass the Freedom To Vote: John R Lewis Act.
Quote Tweet
NRDC Action Fund
@NRDC_Action
 · Jan 19
To make progress on the issues that impact communities the most  from climate change to environmental injustices  we must protect the right to vote.

It's up to Congress to get it done. https://on.nrdc.org/3Iiqczj
7
21";7;post_119
@kbeninato;"""What are they doing to ameliorate the climate change we're facing  other than to deny that it exists? What do you think the Republican platform would be right now?""

Biden on the party that's focused on fund-raising trolling  and that's about it.
#BidenPressConference
2
1
4";1;post_120
@MyRadarWX;"Meteorologist 
@MatthewCappucci
 visited Boulder County  Colorado to explore how human-induced climate change helped foster a devastating disaster. He spoke with residents who lost everything  and learned what firefighters did to save thousands of lives.

https://youtu.be/QoZ2_UG_Zd0
GIF
3
5
24";5;post_121
@RedState;"Watch: CBS Host Blames Weekend Undersea Volcanic Eruption on 'Climate Change'
redstate.com
Watch: CBS Host Blames Weekend Undersea Volcanic Eruption on 'Climate Change'
Should we tell him?
4
5
16";5;post_122
@Sha_niitaaa;"Reason 735920 why I'm very concerned about climate change and the rise of new deadly viruses
Quote Tweet
Archaeo - Histories
@archeohistories
 · Jan 17
Researchers in Siberia found a perfectly-preserved 42 000-year-old baby horse buried under the permafrost. It was in such good condition that its blood was still in a liquid state  allowing scientists to extract it.

#archaeohistories
2
9";2;post_123
@machenprimary;"Our 
@ADogsTrail
 Snoopy sculpture is finally complete! The children have worked incredibly hard decorating  designing and learning all about the world we live in  including the impacts of climate change.   
@DogsTrust
 #COP26Glasgow 
@EAS_ExpressArts
 @EAS_STEM
7
39";7;post_124
@BuildingBack_US;"Climate change is costly.

Last year in the U.S.  climate disasters resulted in $145 billion worth of damage and took 688 lives.

With the #BuildBackBetter Act we can cut dangerous greenhouse gases in half by 2030. The Senate must act.
thehill.com
Rising costs of climate crisis must compel Congress to act
We’re burying our children alive beneath a mountain of environmental debt from which they may never recover.
1
4
6";4;post_125
@joshuahersh;"Tonight’s episode is a special hour-long look at how extreme weather and climate change are forcing just about everyone to think differently about how we live. Tune in!
Quote Tweet
VICE News
@VICENews
 · Jan 19
One recent wildfire destroyed more than 1 000 homes in suburban Boulder County  Colorado. We talk with people rethinking how we should live as wildfire season expands.

#VICENewsTonight  11pm ET on @VICETV.
1
10";1;post_126
@HarmSaeijs;"Replying to 
@UNFCCC
 @SaleemulHuq
 and 
@topnigel
""Holding the increase in the global average temperature to well below 2°C and pursuing efforts to limit the temperature increase to 1.5°C above pre-industrial levels  recognizing that this would significantly reduce the risks and impacts of climate change""
https://unfccc.int/process-and-meetings/the-paris-agreement/the-paris-agreement…
4
6";4;post_127
@jswatz;"Slippery slope  from prohibiting mandates to a ban on urging. What’s next? Sanctions for saying that vaccines won’t kill you? Will it be like the old Florida restriction on even mentioning climate change? This is actual cancel culture.
Quote Tweet
The New York Times
@nytimes
 · Jan 19
Florida’s top public health official in Orlando  Dr. Raul Pino  was placed on administrative leave after sending an email to his employees urging vaccination against the coronavirus. State law bans Covid vaccine mandates  including for government workers. https://nyti.ms/33vRpzX
1
4
8";4;post_128
@BW;"The next big risk to supply chains recovering from the pandemic: climate change
bloomberg.com
Covid-19 Hit Supply Chains Hard. Climate Shocks May Hurt More
Companies aren’t doing enough to map out risks from freak weather  say experts.
4
9
16";9;post_129
@insideclimate;"A task force appointed by by Florida Gov. Ron DeSantis to address the state’s algal bloom crisis has put out its latest report. It’s conclusion: Florida’s red tides are set to get worse because of climate change and population growth.
insideclimatenews.org
Florida’s Red Tides Are Getting Worse and May Be Hard to Control Because of Climate Change - Inside...
A task force appointed by Florida Gov. Ron DeSantis to address the state’s algal bloom crisis concluded in a recent report that “without hard work and careful planning” adverse human health impacts...
6
8";6;post_130
@SecRaimondo;"Fighting climate change isn’t just good for the environment; it’s good for the economy.  

Under 
@POTUS
's leadership  we continue to coordinate with our federal & business partners in supporting clean energy and creating good-paying jobs along the way.
commerce.gov
New Commerce Initiatives for a Climate Ready Nation
Here at the Department of Commerce  we know that fighting climate change isn’t just good for the environment; it’s good for the economy. Under the Biden-Harris Administration  the Commerce Department...
3
9
33";9;post_131
